ref_id,head,tail,start codon,stop codon
F47C10.3b.1,1.0,954,1,954
F47C10.4.1,1.0,1242,19,1092
F47C10.6.1,1.0,1649,1,1584
F47C10.7a.1,1.0,1095,1,1062
F47C10.7b.1,1.0,939,1,939
F47C10.8.1,1.0,1134,41,1108
F47C12.10.1,1.0,1014,1,1014
F47C12.13.1,1.0,437,1,402
F47C12.2.1,1.0,10850,31,10575
F47C12.3.1,1.0,1014,1,1014
F47C12.4.1,1.0,1805,20,1747
F47C12.5.1,1.0,1026,1,1026
F47C12.6.1,1.0,1297,827,1240
F47C12.7.1,1.0,459,1,423
F47C12.8.1,1.0,463,89,421
F47D12.1a.1,1.0,2180,44,1927
F47D12.1b.1,1.0,2170,56,1900
F47D12.1c.1,1.0,2307,46,2040
F47D12.1d.1,1.0,738,1,738
F47D12.1e.1,1.0,1643,373,1377
F47D12.3.1,1.0,504,32,454
F47D12.4a.1,1.0,1435,224,931
F47D12.4b.1,1.0,1370,186,890
F47D12.4c.1,1.0,1411,227,928
F47D12.5.1,1.0,2243,47,2179
F47D12.6.1,1.0,427,50,352
F47D12.7.1,1.0,1996,109,1848
F47D12.9a.1,1.0,2114,12,1649
F47D12.9a.2,1.0,2440,336,1973
F47D12.9b.1,1.0,1724,24,1262
F47D12.9b.2,1.0,2012,310,1548
F47D2.10b.1,1.0,1041,16,1041
F47D2.11.1,1.0,897,1,897
F47D2.1a.1,1.0,1031,27,1031
F47D2.3.1,1.0,1068,1,1068
F47D2.4.1,1.0,999,1,999
F47D2.5.1,1.0,984,1,984
F47D2.6.1,1.0,1015,1,984
F47D2.7a.1,1.0,1214,145,1155
F47D2.7b.1,1.0,1005,1,1005
F47D2.8.1,1.0,984,1,984
F47D2.9.1,1.0,1032,1,1032
F47E1.1.1,1.0,493,16,375
F47E1.2.1,1.0,2404,9,2243
F47E1.20.1,1.0,1076,10,978
F47E1.3.1,1.0,612,1,612
F47E1.4.1,1.0,2470,22,2208
F47F2.1b.1,1.0,1540,73,1269
F47F2.1c.1,1.0,1545,299,1276
F47F2.1c.2,1.0,1438,192,1169
F47F2.1c.3,1.0,1389,142,1119
F47F2.1c.4,1.0,1377,190,1167
F47F2.1d.1,1.0,1128,1,1128
F47F2.1e.1,1.0,1116,1,1116
F47F2.1f.1,1.0,1131,1,1131
F47F2.1g.1,1.0,1194,1,1194
F47F2.3.1,1.0,1578,1,840
F47F6.1a.1,1.0,2320,488,1381
F47F6.1b.1,1.0,2753,21,1814
F47F6.1c.1,1.0,1538,21,1382
F47F6.1d.1,1.0,1965,1,1965
F47F6.1e.1,1.0,1011,1,1011
F47F6.1f.1,1.0,1533,1,1533
F47F6.1g.1,1.0,297,1,297
F47F6.3.1,1.0,2026,1,1944
F47F6.5.1,1.0,1928,75,1892
F47F6.9a.1,1.0,1991,432,1940
F47F6.9b.1,1.0,510,1,510
F47G3.1.1,1.0,2916,56,2626
F47G3.3.1,1.0,1886,13,1452
F47G3.4.1,1.0,375,9,332
F47G4.1.1,1.0,861,1,861
F47G4.14.1,1.0,54,1,54
F47G4.2.1,1.0,2310,92,2224
F47G4.2.2,1.0,2317,45,2177
F47G4.3.1,1.0,1308,41,1165
F47G4.4.1,1.0,2347,39,2207
F47G4.5.1,1.0,1082,203,1045
F47G4.6.1,1.0,568,109,495
F47G4.7.1,1.0,1998,455,1561
F47G4.7.2,1.0,2225,675,1781
F47G4.7.3,1.0,1779,230,1336
F47G6.1a.1,1.0,1973,24,1796
F47G6.1b.1,1.0,1539,1,1539
F47G6.1c.1,1.0,1595,1349,1420
F47G6.1c.2,1.0,434,186,257
F47G6.2.1,1.0,2019,247,1956
F47G6.3.1,1.0,1133,36,1076
F47G6.4a.1,1.0,3889,86,3745
F47G6.4b.1,1.0,1629,1,1629
F47G6.4c.1,1.0,1095,1,1095
F47G9.1.1,1.0,950,19,633
F47G9.2.1,1.0,1005,1,1005
F47G9.3.1,1.0,2522,22,2427
F47G9.4.1,1.0,2684,106,2574
F47G9.6.1,1.0,1151,1,1020
F47H4.10.1,1.0,619,21,458
F47H4.11.1,1.0,948,1,948
F47H4.1a.1,1.0,1050,133,885
F47H4.1b.1,1.0,615,1,615
F47H4.2a.1,1.0,2181,49,2112
F47H4.2b.1,1.0,3233,51,3149
F47H4.4.1,1.0,1675,1,1665
F47H4.8.1,1.0,1368,25,948
F47H4.9.1,1.0,1796,15,1724
F48A11.1a.1,1.0,5523,225,5231
F48A11.1b.1,1.0,4821,1,4821
F48A11.1c.1,1.0,5103,1,5103
F48A11.4a.1,1.0,1397,5,979
F48A11.4b.1,1.0,606,1,606
F48A11.5a.1,1.0,2157,47,1888
F48A11.5b.1,1.0,2116,21,1847
F48A11.5c.1,1.0,1545,1,1545
F48A11.5d.1,1.0,705,1,705
F48A11.5e.1,1.0,1560,1,1560
F48A9.2.1,1.0,2373,35,2299
F48A9.3.1,1.0,1317,266,1297
F48B9.1.1,1.0,1483,11,1483
F48B9.3.1,1.0,1662,59,1459
F48B9.4.1,1.0,572,1,270
F48B9.5.1,1.0,1891,855,1556
F48B9.8.1,1.0,953,23,814
F48C1.11.1,1.0,635,1,498
F48C1.1a.1,1.0,3281,11,3151
F48C1.1b.1,1.0,3277,18,3155
F48C1.2.1,1.0,1192,20,1108
F48C1.3.1,1.0,204,1,204
F48C1.5.1,1.0,535,15,389
F48C1.6.1,1.0,881,31,768
F48C1.7.1,1.0,977,13,912
F48C1.8.1,1.0,676,73,576
F48C1.9.1,1.0,324,21,233
F48C11.1.1,1.0,1564,35,1129
F48C11.2a.1,1.0,2389,1,2040
F48C11.2b.1,1.0,1689,1,1689
F48C11.3.1,1.0,519,31,303
F48C5.1.1,1.0,1106,16,810
F48C5.2.1,1.0,1003,70,582
F48C5.2.2,1.0,1088,154,666
F48D6.1.1,1.0,1129,8,1045
F48D6.2a.1,1.0,1100,10,1011
F48D6.2b.1,1.0,1014,1,1014
F48D6.3.1,1.0,632,77,520
F48D6.4a.1,1.0,513,37,333
F48D6.4b.1,1.0,539,52,282
F48D6.4c.1,1.0,550,79,369
F48E3.1.1,1.0,2179,309,1712
F48E3.1.2,1.0,1787,169,1572
F48E3.1.3,1.0,1870,18,1421
F48E3.2.1,1.0,1549,36,1502
F48E3.3.1,1.0,4723,7,4488
F48E3.4.1,1.0,1077,28,867
F48E3.6.1,1.0,1352,400,1071
F48E3.7.1,1.0,1478,131,1435
F48E3.8a.1,1.0,4943,1,4809
F48E3.8b.1,1.0,4818,1,4686
F48E3.8c.1,1.0,1409,282,1409
F48E3.8d.1,1.0,3975,1,3975
F48E3.8e.1,1.0,3974,1,3852
F48E3.8f.1,1.0,6434,1,6336
F48E3.8g.1,1.0,5337,1,5337
F48E3.8h.1,1.0,5181,1,5181
F48E3.8i.1,1.0,5058,1,5058
F48E3.9.1,1.0,2426,416,2251
F48E8.1a.1,1.0,1173,44,982
F48E8.1b.1,1.0,1140,46,951
F48E8.1c.1,1.0,897,1,897
F48E8.2.1,1.0,1880,22,1425
F48E8.3.1,1.0,1857,38,1519
F48E8.3.2,1.0,1824,3,1484
F48E8.4.1,1.0,3730,17,2734
F48E8.5.1,1.0,2159,12,1784
F48E8.6.1,1.0,2760,1,2547
F48E8.7a.1,1.0,1425,37,1302
F48E8.7b.1,1.0,1534,153,1409
F48E8.8a.1,1.0,589,1,543
F48E8.8b.1,1.0,633,1,633
F48E8.8c.1,1.0,84,1,84
F48F5.4a.1,1.0,1135,101,1081
F48F5.5.1,1.0,1134,96,896
F48F5.6a.1,1.0,432,14,325
F48F5.6a.2,1.0,473,50,361
F48F5.6b.1,1.0,192,1,192
F48F5.6d.1,1.0,198,1,198
F48F5.8.1,1.0,48,1,48
F48F7.1a.1,1.0,4592,30,3038
F48F7.1a.2,1.0,5005,443,3451
F48F7.1a.3,1.0,6283,1721,4729
F48F7.1b.1,1.0,3072,1,3072
F48F7.2.1,1.0,1314,19,918
F48F7.3.1,1.0,1236,135,1214
F48F7.4.1,1.0,2389,47,2248
F48F7.5.1,1.0,1252,8,946
F48F7.6.1,1.0,972,5,721
F48F7.7.1,1.0,1223,12,1052
F48G7.1.1,1.0,1002,1,1002
F48G7.10.1,1.0,810,63,569
F48G7.11a.1,1.0,1410,73,1290
F48G7.11b.1,1.0,1101,1,1101
F48G7.12a.1,1.0,1405,31,1338
F48G7.12b.1,1.0,384,1,384
F48G7.13.1,1.0,1135,2,697
F48G7.2b.1,1.0,692,7,675
F48G7.4.1,1.0,1165,8,994
F48G7.5.1,1.0,622,28,522
F48G7.6a.1,1.0,1005,1,1005
F48G7.6b.1,1.0,777,1,777
F48G7.6c.1,1.0,528,1,528
F48G7.6d.1,1.0,756,1,756
F48G7.7.1,1.0,604,32,526
F48G7.8.1,1.0,617,36,533
F48G7.9.1,1.0,410,12,389
F49A5.10.1,1.0,461,240,461
F49A5.2.1,1.0,1268,123,1229
F49A5.3.1,1.0,1044,1,1044
F49A5.4a.1,1.0,1122,1,1122
F49A5.4b.1,1.0,1191,1,1191
F49A5.5a.1,1.0,1313,38,1246
F49A5.5b.1,1.0,1203,1,1203
F49A5.6.1,1.0,702,1,702
F49A5.7.1,1.0,1256,21,1256
F49A5.8.1,1.0,1302,1,1302
F49A5.9.1,1.0,1098,1,1098
F49B2.1.1,1.0,956,1,939
F49B2.2.1,1.0,992,3,932
F49B2.3.1,1.0,851,7,690
F49B2.5.1,1.0,1704,51,1574
F49B2.6.1,1.0,3372,1,3249
F49B2.7.1,1.0,944,1,858
F49B2.9.1,1.0,460,55,444
F49C12.1.1,1.0,1137,1,1137
F49C12.10.1,1.0,1064,154,981
F49C12.11.1,1.0,384,13,207
F49C12.12a.1,1.0,562,6,293
F49C12.12a.2,1.0,528,6,293
F49C12.12b.1,1.0,240,1,240
F49C12.13.1,1.0,554,7,267
F49C12.14.1,1.0,729,15,692
F49C12.15.1,1.0,2691,16,2625
F49C12.2.1,1.0,1043,26,988
F49C12.3.1,1.0,1140,1,1140
F49C12.4.1,1.0,979,1,969
F49C12.5.1,1.0,1550,27,1550
F49C12.6.1,1.0,1051,11,1003
F49C12.7a.1,1.0,1796,1,1335
F49C12.7b.1,1.0,1505,1,1347
F49C12.7c.1,1.0,1245,1,1245
F49C12.8.1,1.0,1899,5,1237
F49C12.8.2,1.0,1403,13,1245
F49C12.9.1,1.0,1179,109,1026
F49C5.1.1,1.0,972,1,972
F49C5.10.1,1.0,430,6,377
F49C5.11a.1,1.0,582,31,531
F49C5.11b.1,1.0,713,30,539
F49C5.11c.1,1.0,513,1,513
F49C5.12.1,1.0,672,52,453
F49C5.16.1,1.0,273,1,273
F49C5.2.1,1.0,990,1,990
F49C5.3.1,1.0,1748,1,1656
F49C5.4.1,1.0,1519,8,1519
F49C5.5.1,1.0,390,1,390
F49C5.7.1,1.0,1023,15,785
F49C5.9.1,1.0,1131,1,1131
F49D11.1.1,1.0,1993,26,1729
F49D11.10.1,1.0,2395,4,2187
F49D11.10.2,1.0,2302,3,2186
F49D11.11.1,1.0,228,1,228
F49D11.14.1,1.0,362,37,315
F49D11.2.1,1.0,1404,9,1301
F49D11.3a.1,1.0,1006,15,959
F49D11.3b.1,1.0,717,1,717
F49D11.4.1,1.0,1298,774,1127
F49D11.6.1,1.0,1008,7,951
F49D11.7.1,1.0,239,29,232
F49D11.8.1,1.0,569,5,469
F49D11.9a.1,1.0,992,13,690
F49D11.9b.1,1.0,992,7,687
F49E10.1.1,1.0,2427,54,2231
F49E10.2a.1,1.0,2424,52,2424
F49E10.2b.1,1.0,2943,78,2606
F49E10.3.1,1.0,754,3,536
F49E10.4.1,1.0,2084,32,1870
F49E10.5a.1,1.0,2834,50,2233
F49E10.5b.1,1.0,2470,50,1870
F49E11.10a.1,1.0,700,13,636
F49E11.10b.1,1.0,249,1,249
F49E11.11.1,1.0,773,45,680
F49E11.1a.1,1.0,3232,1,1527
F49E11.1b.1,1.0,3594,1,2454
F49E11.1c.1,1.0,3520,1,2391
F49E11.1d.1,1.0,1428,1,1428
F49E11.1e.1,1.0,1721,216,1721
F49E11.1f.1,1.0,3620,93,1610
F49E11.1g.1,1.0,2403,1,2403
F49E11.1h.1,1.0,1608,1,1608
F49E11.1i.1,1.0,1572,1,1572
F49E11.1j.1,1.0,1473,1,1473
F49E11.1k.1,1.0,3317,1,2340
F49E11.1l.1,1.0,1545,1,1545
F49E11.1m.1,1.0,1509,1,1509
F49E11.1n.1,1.0,1410,1,1410
F49E11.2.1,1.0,1320,63,1199
F49E11.3.1,1.0,1754,22,1569
F49E11.4.1,1.0,734,50,691
F49E11.5.1,1.0,702,40,678
F49E11.6.1,1.0,698,5,628
F49E11.7.1,1.0,1349,48,1202
F49E11.7.2,1.0,1354,53,1207
F49E11.9.1,1.0,779,66,689
F49E12.1.1,1.0,2083,5,1972
F49E12.10.1,1.0,965,38,898
F49E12.12.1,1.0,1249,7,1080
F49E12.2.1,1.0,741,11,517
F49E12.4.1,1.0,966,411,893
F49E12.5a.1,1.0,1008,1,1008
F49E12.5b.1,1.0,827,1,525
F49E12.6.1,1.0,2184,29,1831
F49E12.7.1,1.0,874,14,661
F49E12.8.1,1.0,1000,104,964
F49E12.9a.1,1.0,1224,286,1095
F49E12.9b.1,1.0,731,1,663
F49E2.1a.1,1.0,1868,3,1172
F49E2.1a.2,1.0,1786,3,1172
F49E2.1a.3,1.0,1896,3,1172
F49E2.1b.1,1.0,1878,3,1805
F49E2.1c.1,1.0,1479,1,1479
F49E2.1d.1,1.0,872,651,803
F49E2.1d.2,1.0,939,717,869
F49E2.1d.3,1.0,807,585,737
F49E2.1d.4,1.0,885,664,816
F49E2.2a.1,1.0,1812,30,1598
F49E2.2a.2,1.0,2011,148,1716
F49E2.2a.3,1.0,1966,103,1671
F49E2.2a.4,1.0,2070,207,1775
F49E2.2c.1,1.0,1731,1,1731
F49E2.4a.1,1.0,1205,126,776
F49E2.4a.2,1.0,1098,19,669
F49E2.4b.1,1.0,1209,129,785
F49E2.4b.2,1.0,1104,19,675
F49E2.5a.1,1.0,4761,193,3840
F49E2.5a.2,1.0,4620,51,3698
F49E2.5b.1,1.0,3821,57,2900
F49E2.5c.1,1.0,3093,1,3093
F49E2.5d.1,1.0,2670,1,2670
F49E2.5e.1,1.0,1746,1,1746
F49E2.5f.1,1.0,1836,1,1836
F49E2.5g.1,1.0,1587,1,1587
F49E2.5h.1,1.0,2538,1,2538
F49E2.5i.1,1.0,4211,199,3291
F49E2.5i.2,1.0,4067,55,3147
F49E2.5j.1,1.0,4439,211,3513
F49E2.5j.2,1.0,4277,53,3355
F49E2.5k.1,1.0,2100,1,2100
F49E2.5l.1,1.0,5066,195,4145
F49E2.5l.2,1.0,4928,57,4007
F49E2.5m.1,1.0,4928,150,4007
F49E2.5m.2,1.0,4836,58,3915
F49E2.5n.1,1.0,4503,192,3587
F49E2.5n.2,1.0,4369,53,3448
F49E2.5o.1,1.0,4101,1,3186
F49E2.5p.1,1.0,3702,1,3702
F49E2.5q.1,1.0,3609,1,3609
F49E2.5r.1,1.0,3147,1,3147
F49E2.5s.1,1.0,3974,1,3054
F49E2.5t.1,1.0,2937,1,2937
F49E2.5u.1,1.0,2844,1,2844
F49E2.5v.1,1.0,2382,1,2382
F49E2.5w.1,1.0,3267,57,2345
F49E7.1a.1,1.0,3424,5,3286
F49E7.1b.1,1.0,3313,2898,3182
F49E7.1b.2,1.0,2556,2141,2425
F49E7.1b.3,1.0,1972,1556,1840
F49E7.2.1,1.0,750,1,732
F49E8.1a.1,1.0,1395,29,1330
F49E8.1b.1,1.0,1814,394,1749
F49E8.2a.1,1.0,1367,142,1266
F49E8.2b.1,1.0,1332,116,1234
F49E8.3a.1,1.0,2812,2,2656
F49E8.3a.2,1.0,3008,201,2855
F49E8.3a.3,1.0,2967,149,2803
F49E8.3b.1,1.0,2847,1,2847
F49E8.4.1,1.0,635,1,501
F49E8.5.1,1.0,1030,11,949
F49E8.5.2,1.0,1158,42,980
F49E8.6.1,1.0,1376,423,923
F49E8.7a.1,1.0,1689,3,1535
F49E8.8.1,1.0,601,13,459
F49F1.1.1,1.0,964,72,869
F49F1.10.1,1.0,648,1,648
F49F1.11.1,1.0,711,5,688
F49F1.12.1,1.0,652,68,613
F49F1.14.1,1.0,619,18,530
F49F1.15.1,1.0,159,1,159
F49F1.17.1,1.0,511,15,302
F49F1.18.1,1.0,613,3,590
F49F1.2.1,1.0,159,1,159
F49F1.4.1,1.0,159,1,159
F49F1.5a.1,1.0,530,10,489
F49F1.5b.1,1.0,534,26,412
F49F1.6a.1,1.0,955,147,926
F49F1.6b.1,1.0,570,1,570
F49F1.7a.1,1.0,838,55,777
F49F1.7b.1,1.0,513,1,513
F49F1.9.1,1.0,669,6,638
F49H12.1a.1,1.0,1718,97,1194
F49H12.1b.1,1.0,1598,52,1071
F49H12.2.1,1.0,510,1,510
F49H12.3.1,1.0,503,2,442
F49H12.4.1,1.0,678,10,387
F49H12.5.1,1.0,996,6,779
F49H12.6a.1,1.0,2313,46,1899
F49H12.6b.1,1.0,2321,679,1911
F49H12.6b.2,1.0,2248,612,1844
F49H12.7.1,1.0,585,14,466
F49H6.1.1,1.0,738,1,738
F49H6.11.1,1.0,1390,1,984
F49H6.12.1,1.0,327,1,327
F49H6.13.1,1.0,550,1,513
F49H6.15.1,1.0,252,1,252
F49H6.17.1,1.0,237,1,237
F49H6.2.1,1.0,717,1,639
F49H6.3.1,1.0,507,1,507
F49H6.4.1,1.0,1059,1,1059
F49H6.5a.1,1.0,1584,235,1404
F49H6.5a.2,1.0,1305,3,1172
F49H6.5b.1,1.0,969,1,969
F49H6.8.1,1.0,294,1,294
F52A8.1.1,1.0,623,3,335
F52A8.2a.1,1.0,1437,138,1247
F52A8.3a.1,1.0,414,1,414
F52A8.3b.1,1.0,676,50,616
F52A8.3b.2,1.0,656,25,591
F52A8.4a.1,1.0,1090,72,788
F52A8.4b.1,1.0,729,1,729
F52A8.5.1,1.0,578,3,443
F52A8.5.2,1.0,767,140,580
F52A8.6a.1,1.0,1429,1,1095
F52A8.6c.1,1.0,600,1,600
F52A8.6d.1,1.0,1495,224,1162
F52A8.6e.1,1.0,1412,178,1080
F52B10.1a.1,1.0,6419,30,5921
F52B10.1b.1,1.0,6398,29,5899
F52B10.2.1,1.0,1041,8,883
F52B10.3a.1,1.0,1276,141,1166
F52B10.3b.1,1.0,459,1,459
F52B10.3c.1,1.0,207,1,207
F52B11.1a.1,1.0,1843,10,1536
F52B11.1a.2,1.0,2086,16,1542
F52B11.1b.1,1.0,1252,83,1252
F52B11.1c.1,1.0,966,1,966
F52B11.1d.1,1.0,1323,1,1323
F52B11.1e.1,1.0,597,1,597
F52B11.1f.1,1.0,297,1,297
F52B11.1g.1,1.0,186,1,186
F52B11.2a.1,1.0,919,1,765
F52B11.2b.1,1.0,678,1,678
F52B11.3.1,1.0,2566,16,2241
F52B11.4.1,1.0,962,5,919
F52B11.5.1,1.0,668,85,576
F52B11.6.1,1.0,507,13,429
F52B5.1a.1,1.0,3780,51,3410
F52B5.1b.1,1.0,4080,218,3703
F52B5.1c.1,1.0,3648,1,3648
F52B5.2.1,1.0,1253,1,906
F52B5.3.1,1.0,4509,5,4282
F52B5.5a.1,1.0,2093,7,1941
F52B5.5b.1,1.0,925,185,778
F52B5.5b.2,1.0,2103,1363,1956
F52B5.5b.3,1.0,2537,1799,2392
F52B5.5b.4,1.0,2819,2081,2674
F52B5.6.1,1.0,495,3,443
F52B5.6.2,1.0,492,3,443
F52B5.6.3,1.0,491,3,443
F52B5.6.4,1.0,490,3,443
F52B5.7.1,1.0,1190,115,990
F52C12.1a.1,1.0,1476,4,1359
F52C12.1b.1,1.0,957,1,957
F52C12.1c.1,1.0,165,1,165
F52C12.2.1,1.0,999,18,803
F52C12.3.1,1.0,1231,8,1015
F52C12.4a.1,1.0,5366,1,4602
F52C12.4b.1,1.0,4776,8,4615
F52C12.4c.1,1.0,4641,1,4641
F52C12.4d.1,1.0,4647,1,4647
F52C12.4e.1,1.0,4764,8,4603
F52C12.4f.1,1.0,4602,1,4602
F52C12.4g.1,1.0,5404,7,4641
F52C12.4h.1,1.0,4641,1,4641
F52C12.5.1,1.0,1405,1,1104
F52C12.6a.1,1.0,813,15,752
F52C12.6b.1,1.0,641,154,576
F52C12.6c.1,1.0,273,96,197
F52C6.10.1,1.0,1048,15,920
F52C6.11.1,1.0,1120,22,936
F52C6.2.1,1.0,780,9,695
F52C6.3.1,1.0,863,9,602
F52C6.4.1,1.0,771,11,313
F52C6.4.2,1.0,761,11,313
F52C6.4.3,1.0,801,1,303
F52C6.6.1,1.0,344,7,324
F52C6.8.1,1.0,1016,11,931
F52C9.1.1,1.0,4234,9,4157
F52C9.3.1,1.0,1440,8,1327
F52C9.5.1,1.0,2054,1,1938
F52C9.7.1,1.0,1415,1,1356
F52C9.7.2,1.0,1425,7,1362
F52C9.8a.1,1.0,5531,15,3260
F52C9.8a.2,1.0,5541,17,3262
F52C9.8a.3,1.0,5579,17,3262
F52C9.8a.4,1.0,5599,17,3262
F52C9.8b.1,1.0,5338,21,4964
F52C9.8c.1,1.0,2391,15,2027
F52C9.8f.1,1.0,1330,8,1330
F52C9.8g.1,1.0,2397,14,2032
F52D1.1.1,1.0,2831,4,2715
F52D1.2a.1,1.0,714,110,610
F52D1.2a.2,1.0,672,33,533
F52D1.2b.1,1.0,317,1,213
F52D1.2c.1,1.0,624,1,624
F52D1.2d.1,1.0,407,1,333
F52D1.3a.1,1.0,2583,55,2379
F52D1.3b.1,1.0,2870,194,2668
F52D1.3c.1,1.0,2502,194,2299
F52D10.1.1,1.0,2279,6,2219
F52D10.2.1,1.0,1602,7,996
F52D10.3a.1,1.0,1112,33,779
F52D10.3c.1,1.0,1131,40,786
F52D10.4.1,1.0,1535,79,1281
F52D10.5.1,1.0,999,102,905
F52D2.1.1,1.0,1011,1,1011
F52D2.12.1,1.0,2428,62,1999
F52D2.2.1,1.0,690,1,690
F52D2.4.1,1.0,2775,3,2591
F52D2.5.1,1.0,620,143,340
F52D2.5.2,1.0,728,251,448
F52D2.6.1,1.0,557,124,528
F52D2.7.1,1.0,1635,17,1114
F52D2.9.1,1.0,1123,1,1077
F52E1.1.1,1.0,1117,9,803
F52E1.10.1,1.0,1474,8,1363
F52E1.13a.1,1.0,3053,1,2523
F52E1.13b.1,1.0,1950,137,1459
F52E1.13c.1,1.0,3019,37,2529
F52E1.13d.1,1.0,1938,1,1938
F52E1.13e.1,1.0,2991,1,2499
F52E1.13f.1,1.0,2951,1,2460
F52E1.13g.1,1.0,2957,1,2466
F52E1.14.1,1.0,698,23,634
F52E1.2.1,1.0,762,86,700
F52E1.3.1,1.0,699,1,699
F52E1.4a.1,1.0,3138,1,3138
F52E1.4b.1,1.0,3336,1,3336
F52E1.4c.1,1.0,3354,1,3354
F52E1.5.1,1.0,841,15,761
F52E1.7a.1,1.0,551,14,463
F52E1.7b.1,1.0,557,16,462
F52E1.8.1,1.0,1294,75,1193
F52E1.9a.1,1.0,974,12,521
F52E1.9a.2,1.0,1033,70,579
F52E1.9b.1,1.0,546,1,546
F52E10.1a.1,1.0,3702,5,3610
F52E10.1b.1,1.0,3856,11,3622
F52E10.2.1,1.0,393,1,297
F52E10.4a.1,1.0,201,1,201
F52E10.4b.1,1.0,1051,63,527
F52E10.4c.1,1.0,297,1,297
F52E10.4d.1,1.0,57,1,57
F52E10.5.1,1.0,2061,19,1764
F52E4.1a.1,1.0,1847,11,1621
F52E4.1b.1,1.0,1569,1,1569
F52E4.4.1,1.0,1741,9,1676
F52E4.5.1,1.0,1158,15,1004
F52E4.6.1,1.0,1537,54,1418
F52E4.7.1,1.0,2805,16,2562
F52E4.8.1,1.0,1378,17,1063
F52F10.2.1,1.0,1900,124,1650
F52F10.3.1,1.0,2305,108,2225
F52F10.4a.1,1.0,2221,23,2146
F52F10.4b.1,1.0,1843,9,1820
F52F10.5b.1,1.0,929,3,893
F52F12.1a.1,1.0,1897,46,1803
F52F12.1b.1,1.0,1833,34,1740
F52F12.2.1,1.0,1360,171,1283
F52F12.3.1,1.0,2119,219,1829
F52F12.4.1,1.0,1060,1,957
F52F12.4.2,1.0,1164,84,1040
F52F12.5.1,1.0,583,42,488
F52F12.6a.1,1.0,1731,19,1638
F52F12.6b.1,1.0,1329,1,1329
F52F12.7a.1,1.0,901,27,806
F52F12.7b.1,1.0,823,3,728
F52F12.8.1,1.0,457,53,424
F52F12.9.1,1.0,1329,1,1056
F52G2.1a.1,1.0,2593,31,2343
F52G2.1b.1,1.0,2611,1,2361
F52G2.1c.1,1.0,2061,1,2061
F52G2.1d.1,1.0,1791,1,1791
F52G2.2a.1,1.0,4085,1,3960
F52G2.2b.1,1.0,3390,1,3390
F52G2.2c.1,1.0,1254,1,1254
F52G2.2d.1,1.0,2616,1,2616
F52G2.3.1,1.0,2007,9,1964
F52G3.1.1,1.0,3958,90,3608
F52G3.5.1,1.0,1267,14,1174
F52G3.7.1,1.0,30,1,30
F52G3.8.1,1.0,566,149,376
F52G3.8.2,1.0,444,26,253
F52H2.1.1,1.0,2091,1,1761
F52H2.15.1,1.0,516,112,411
F52H2.2a.1,1.0,1750,8,1489
F52H2.2b.1,1.0,2020,177,1766
F52H2.3.1,1.0,553,7,429
F52H2.4.1,1.0,1965,19,1716
F52H2.5.1,1.0,980,59,910
F52H2.5.2,1.0,1605,675,1526
F52H2.6a.1,1.0,1986,3,1580
F52H2.6b.1,1.0,1961,3,1553
F52H2.7.1,1.0,2454,12,2324
F52H3.1.1,1.0,2531,157,2349
F52H3.1.2,1.0,2459,85,2277
F52H3.1.3,1.0,2396,22,2214
F52H3.1.4,1.0,2384,10,2202
F52H3.11.1,1.0,39,1,39
F52H3.2.1,1.0,2057,6,1922
F52H3.3.1,1.0,1632,189,1352
F52H3.4.1,1.0,1242,35,1084
F52H3.5.1,1.0,634,17,556
F52H3.6.1,1.0,1612,560,1549
F52H3.7a.1,1.0,4323,301,4038
F52H3.7a.2,1.0,3947,86,3823
F52H3.7b.1,1.0,1170,49,885
F52H3.7b.2,1.0,4154,3038,3874
F53A10.2a.1,1.0,2553,8,2236
F53A10.2b.1,1.0,2760,1313,2443
F53A10.2b.2,1.0,2900,1453,2583
F53A10.2b.3,1.0,2305,964,2094
F53A10.2b.4,1.0,2060,690,1820
F53A10.2b.5,1.0,1339,89,1219
F53A10.2c.1,1.0,2436,1,2436
F53A10.2d.1,1.0,2046,1,2046
F53A10.2e.1,1.0,1827,1,1827
F53A10.2f.1,1.0,1761,1,1761
F53A2.1.1,1.0,1437,1,1212
F53A2.11.1,1.0,2354,787,2148
F53A2.2.1,1.0,1582,631,1377
F53A2.3.1,1.0,1099,13,978
F53A2.4.1,1.0,1035,4,966
F53A2.5.1,1.0,947,1,555
F53A2.6a.1,1.0,995,192,887
F53A2.6b.1,1.0,741,3,641
F53A2.7.1,1.0,1378,23,1207
F53A2.8a.1,1.0,2274,21,2051
F53A2.8b.1,1.0,2590,18,2366
F53A2.8c.1,1.0,2269,21,2045
F53A2.9.1,1.0,2542,80,1357
F53A3.1.1,1.0,621,114,584
F53A3.2.1,1.0,1829,13,1767
F53A3.3a.1,1.0,464,17,409
F53A3.3a.2,1.0,478,32,424
F53A3.3a.3,1.0,479,33,425
F53A3.3b.1,1.0,640,280,585
F53A3.3b.2,1.0,690,329,634
F53A3.4a.1,1.0,6293,10,6054
F53A3.4b.1,1.0,6389,1,6150
F53A3.4c.1,1.0,4437,1,4437
F53A3.4d.1,1.0,3523,2002,3285
F53A3.4d.2,1.0,3201,1678,2961
F53A3.4d.3,1.0,3131,1623,2906
F53A3.7.1,1.0,382,2,361
F53A9.1.1,1.0,234,1,234
F53A9.10.1,1.0,1513,9,1295
F53A9.2.1,1.0,252,1,252
