ref_id,length
R07B5.3d.1,174
R07B5.4.1,969
R07B5.5.1,933
R07B5.6a.1,987
R07B5.6b.1,793
R07B5.7.1,1056
R07B5.9a.1,3842
R07B5.9a.2,3983
R07B5.9b.1,2169
R07B5.9b.2,2034
R07B5.9c.1,4624
R07B5.9d.1,3762
R07B5.9f.1,4749
R07B5.9g.1,5063
R07B5.9h.1,5199
R07B5.9i.1,3771
R07B5.9j.1,4389
R07B5.9j.2,4296
R07B5.9k.1,2103
R07B5.9k.2,4332
R07B5.9k.3,2039
R07B7.1.1,2660
R07B7.10.1,2228
R07B7.11.1,1464
R07B7.12a.1,1731
R07B7.12b.1,90
R07B7.13a.1,1442
R07B7.13b.1,1011
R07B7.14.1,1395
R07B7.15.1,1290
R07B7.16.1,2080
R07B7.2a.1,2121
R07B7.2b.1,2121
R07B7.2c.1,2136
R07B7.2d.1,2131
R07B7.3a.1,1243
R07B7.4a.1,1442
R07B7.4a.2,2090
R07B7.4b.1,1338
R07B7.5.1,1454
R07B7.6a.1,1586
R07B7.6b.1,1203
R07B7.8.1,1822
R07B7.8.2,1777
R07B7.9a.1,1659
R07B7.9b.1,1689
R07C12.1.1,1153
R07C12.3.1,813
R07C3.1.1,1748
R07C3.10.1,1448
R07C3.11a.1,1346
R07C3.11b.1,1110
R07C3.13a.1,762
R07C3.15.1,1251
R07C3.2a.1,1111
R07C3.2b.1,615
R07C3.3.1,1437
R07C3.4.1,2131
R07C3.5.1,955
R07C3.6.1,1282
R07C3.7.1,1286
R07C3.8.1,1204
R07C3.9.1,960
R07D5.1a.1,2606
R07D5.1a.2,2705
R07D5.1b.1,1365
R07D5.1c.1,2627
R07D5.1d.1,1641
R07D5.1e.1,2595
R07D5.1f.1,1392
R07D5.1g.1,2415
R07D5.1h.1,1431
R07D5.1i.1,2792
R07D5.1j.1,1563
R07D5.2.1,2638
R07E3.1a.1,1428
R07E3.1b.1,1047
R07E3.2.1,632
R07E3.3a.1,1344
R07E3.3b.1,1305
R07E3.4.1,1095
R07E3.4.2,1260
R07E3.5a.1,1688
R07E3.5b.1,1368
R07E3.6.1,3126
R07E3.7.1,1154
R07E3.7.2,1214
R07E4.1a.1,3740
R07E4.1b.1,3671
R07E4.1b.2,3371
R07E4.3.1,273
R07E4.4.1,1925
R07E4.5.1,2601
R07E4.6a.1,2163
R07E4.6b.1,2075
R07E4.6c.1,1131
R07E5.1.1,2556
R07E5.10.1,1389
R07E5.10.2,1561
R07E5.11.1,463
R07E5.13.1,526
R07E5.14.1,681
R07E5.14.2,559
R07E5.15.1,911
R07E5.17.1,1173
R07E5.19.1,478
R07E5.2.1,770
R07E5.3.1,1358
R07E5.4.1,852
R07E5.5.1,588
R07E5.6.1,1473
R07E5.7.1,733
R07E5.8a.1,2241
R07E5.8a.2,2263
R07E5.8b.1,999
R07E5.8c.1,684
R07G3.1.1,1346
R07G3.2.1,1088
R07G3.3a.1,6085
R07G3.3b.1,6090
R07G3.3d.1,6089
R07G3.3e.1,6086
R07G3.5.1,1002
R07G3.6.1,1167
R07G3.7a.1,1736
R07G3.7b.1,1565
R07G3.7b.2,1789
R07G3.8.1,1282
R07G3.9.1,573
R07H5.1.1,1081
R07H5.1.2,1022
R07H5.10a.1,977
R07H5.10b.1,816
R07H5.11a.1,686
R07H5.11b.1,574
R07H5.16.1,168
R07H5.2a.1,2133
R07H5.2b.1,1431
R07H5.2c.1,330
R07H5.3a.1,907
R07H5.3c.1,663
R07H5.4.1,704
R07H5.7.1,621
R07H5.8.1,1277
R07H5.9.1,1059
R08A2.1.1,957
R08A2.2.1,1184
R08A2.3.1,324
R08A2.4.1,767
R08A2.5a.1,986
R08A2.5b.1,991
R08A2.7.1,600
R08A2.9.1,156
R08B4.1.1,3817
R08B4.1.2,3723
R08B4.2.1,1877
R08B4.3.1,776
R08B4.4.1,723
R08B4.5.1,495
R08C7.1.1,144
R08C7.10a.1,2499
R08C7.10b.1,2511
R08C7.10c.1,2803
R08C7.10d.1,1848
R08C7.10e.1,309
R08C7.11.1,165
R08C7.12a.1,1145
R08C7.12b.1,1805
R08C7.12c.1,2624
R08C7.12d.1,630
R08C7.13.1,1179
R08C7.2a.1,1289
R08C7.2c.1,504
R08C7.2d.1,324
R08C7.3.1,734
R08C7.4.1,1522
R08C7.5a.1,1657
R08C7.5b.1,1606
R08C7.6.1,1771
R08C7.7.1,1402
R08C7.8.1,1191
R08C7.9.1,1458
R08D7.1.1,1465
R08D7.2.1,1408
R08D7.3.1,1809
R08D7.4a.1,1394
R08D7.4a.2,1301
R08D7.4b.1,1321
R08D7.4b.2,1597
R08D7.5.1,642
R08D7.6a.1,3234
R08D7.6b.1,3225
R08D7.7.1,1661
R08D7.7.2,2587
R08E3.1a.1,5926
R08E3.1b.1,5995
R08E3.1b.2,6511
R08E3.3a.1,1387
R08E3.3b.1,1880
R08E3.4a.1,1355
R08E3.4b.1,2154
R08E5.1a.1,1074
R08E5.1b.1,975
R08E5.1b.2,1285
R08E5.1b.3,1011
R08E5.1b.4,1034
R08E5.2.1,1078
R08E5.3.1,1441
R08E5.4.1,496
R08F11.1a.1,2995
R08F11.1b.1,990
R08F11.2.1,1679
R08F11.3.1,1667
R08F11.4.1,1228
R08F11.5.1,1146
R08F11.7.1,2424
R08H2.1.1,958
R08H2.13.1,1008
R08H2.2.1,1020
R08H2.3.1,1119
R08H2.4.1,963
R08H2.5.1,1062
R08H2.7.1,1035
R08H2.9.1,1005
R09A1.1a.1,3655
R09A1.1b.1,2145
R09A1.1c.1,1302
R09A1.1d.1,933
R09A1.2a.1,1648
R09A1.2a.2,1226
R09A1.2b.1,477
R09A1.2c.1,210
R09A1.3.1,1025
R09A1.5a.1,641
R09A1.5b.1,589
R09A8.1a.1,3698
R09A8.1b.1,1647
R09A8.2.1,3111
R09A8.3.1,3107
R09A8.3.2,3197
R09A8.5.1,931
R09A8.9.1,1120
R09B3.1a.1,985
R09B3.1a.2,1009
R09B3.1b.1,796
R09B3.2.1,353
R09B3.3.1,416
R09B3.4.1,688
R09B3.5.1,602
R09B5.10.1,207
R09B5.11.1,1665
R09B5.12a.1,1167
R09B5.12b.1,1089
R09B5.13.1,525
R09B5.2.1,189
R09B5.3a.1,352
R09B5.3a.2,350
R09B5.3b.1,311
R09B5.4.1,1630
R09B5.5.1,1277
R09B5.6.1,1022
R09B5.7a.1,732
R09B5.7b.1,1026
R09B5.8.1,443
R09B5.9.1,435
R09D1.1.1,1299
R09D1.10.1,1481
R09D1.11a.1,1496
R09D1.12.1,1497
R09D1.13.1,1167
R09D1.14.1,453
R09D1.2.1,1323
R09D1.3.1,1308
R09D1.5.1,1349
R09D1.6.1,1531
R09D1.8.1,1422
R09E10.1.1,2726
R09E10.1.2,1099
R09E10.13.1,283
R09E10.2.1,691
R09E10.3.1,2212
R09E10.5.1,4980
R09E10.6.1,1054
R09E10.7.1,5538
R09E10.8.1,339
R09E12.1.1,891
R09E12.2.1,876
R09E12.3.1,1096
R09E12.4.1,1008
R09E12.8.1,873
R09E12.9.1,460
R09F10.1.1,1401
R09F10.2.1,1137
R09F10.3.1,1707
R09F10.4.1,1704
R09F10.5.1,708
R09F10.6.1,1035
R09F10.7.1,1300
R09F10.8.1,1244
R09F10.9.1,412
R09G11.1.1,1291
R09G11.2a.1,2554
R09G11.2a.2,2464
R09G11.2a.3,2361
R09G11.2c.1,2539
R09G11.2c.2,2349
R09G11.2d.1,939
R09H10.1.1,1018
R09H10.2a.1,1159
R09H10.3a.1,464
R09H10.3b.1,366
R09H10.4.1,2954
R09H10.5.1,4982
R09H10.6.1,555
R09H10.7.1,524
R09H3.2.1,120
R09H3.3.1,1034
R09H3.3.2,1083
R102.1.1,985
R102.10.1,1085
R102.11a.1,657
R102.11b.1,267
R102.2.1,480
R102.3.1,2049
R102.4a.1,1333
R102.4a.2,1358
R102.4b.1,1297
R102.4c.1,1152
R102.4d.1,1349
R102.4d.2,1394
R102.4d.3,1401
R102.4e.1,1681
R102.5a.1,1325
R102.5b.1,1342
R102.6.1,1316
R102.6.2,1262
R102.6.3,1176
R102.8.1,590
R102.9.1,1105
R105.1.1,699
R105.5.1,580
R106.2.1,1493
R107.1a.1,1703
R107.1b.1,1956
R107.2.1,998
R107.4a.1,2702
R107.4a.2,2784
R107.4b.1,2764
R107.4c.1,2775
R107.4d.1,2972
R107.5a.1,979
R107.5b.1,992
R107.6a.1,3332
R107.6b.1,3345
R107.7.1,749
R107.8.1,4555
R107.9.1,153
R10A10.1.1,276
R10A10.2.1,568
R10D12.1.1,1663
R10D12.10.1,1609
R10D12.11.1,957
R10D12.12.1,641
R10D12.13a.1,949
R10D12.13b.1,951
R10D12.13c.1,681
R10D12.14a.1,1335
R10D12.14b.1,1334
R10D12.14c.1,1391
R10D12.14d.1,1347
R10D12.14e.1,744
R10D12.14f.1,1332
R10D12.15a.1,1362
R10D12.15b.1,1368
R10D12.17.1,1695
R10D12.17.2,1529
R10D12.2.1,1128
R10D12.4.1,1036
R10D12.5.1,1036
R10D12.6.1,316
R10D12.7.1,355
R10D12.8.1,1919
R10D12.9.1,754
R10E11.1a.1,7090
R10E11.1a.2,6664
R10E11.1b.1,7131
R10E11.1c.1,7005
R10E11.2.1,964
R10E11.3a.1,1530
R10E11.3b.1,1245
R10E11.4.1,1179
R10E11.5a.1,1476
R10E11.5b.1,432
R10E11.6a.1,1356
R10E11.6a.2,1606
R10E11.6b.1,996
R10E11.7.1,1033
R10E11.8.1,510
R10E11.9.1,1394
R10E12.1a.1,2758
R10E12.1b.1,2818
R10E12.1c.1,2721
R10E12.1d.1,1497
R10E12.2.1,1464
R10E12.2.2,1399
R10E4.1.1,1405
R10E4.1.2,1459
R10E4.11a.1,2145
R10E4.11b.1,489
R10E4.11c.1,909
R10E4.2a.1,2324
R10E4.2a.2,2549
R10E4.2a.3,2331
R10E4.2a.4,2304
R10E4.2b.1,2485
R10E4.2b.2,2461
R10E4.2c.1,453
R10E4.2d.1,1447
R10E4.2e.1,306
R10E4.2f.1,2331
R10E4.2f.2,2540
R10E4.2g.1,2615
R10E4.2g.2,2398
R10E4.2i.1,2481
R10E4.2j.1,951
R10E4.2k.1,1116
R10E4.2l.1,1395
R10E4.2m.1,1317
R10E4.2n.1,1239
R10E4.2o.1,1125
R10E4.2q.1,1431
R10E4.2r.1,1275
R10E4.3.1,945
R10E4.4.1,2418
R10E4.5a.1,1024
R10E4.5b.1,675
R10E4.5c.1,423
R10E4.5d.1,1824
R10E4.6.1,1269
R10E4.7.1,1122
R10E4.9.1,679
R10E8.1a.1,1275
R10E8.1a.2,1366
R10E8.1a.3,2317
R10E8.1a.4,2291
R10E8.1a.5,2360
R10E8.1a.6,1527
R10E8.2.1,781
R10E8.3.1,1860
R10E8.5.1,930
R10E8.6.1,5012
R10E8.8.1,971
R10E8.8.2,1183
R10E9.1.1,2251
R10E9.1.2,2216
R10E9.2.1,1129
R10E9.3a.1,822
R10E9.3b.1,766
R10E9.4.1,42
R10F2.1.1,8808
R10F2.4.1,1276
R10F2.5.1,663
R10F2.6.1,3636
R10H1.1.1,824
R10H1.2.1,1273
R10H1.4.1,576
R10H1.4.2,1079
R10H1.5.1,1874
R10H10.1.1,771
R10H10.2.1,1775
R10H10.3.1,1168
R10H10.4.1,319
R10H10.5.1,1551
R10H10.6.1,547
R10H10.7.1,2820
R11.1.1,987
R11.2.1,1101
R11.3.1,1390
R11.4.1,198
R119.2.1,1860
R119.3.1,883
R119.4.1,2313
R119.5a.1,2129
R119.5b.1,2105
R119.6.1,1709
R119.7a.1,2400
R119.7b.1,2156
R119.7b.2,1940
R119.7b.3,1105
R11A5.1a.1,2945
R11A5.1b.1,2915
R11A5.2.1,1262
R11A5.3.1,898
R11A5.4a.1,2447
R11A5.4a.2,2275
R11A5.4b.1,2889
R11A5.4c.1,1764
R11A5.4d.1,1857
R11A5.6.1,342
R11A5.7.1,2206
R11A8.1a.1,1837
R11A8.1b.1,1740
R11A8.2.1,1472
R11A8.3.1,1708
R11A8.4a.1,2033
R11A8.4b.1,1734
R11A8.5.1,1223
R11A8.6.1,3594
R11A8.6.2,3603
R11A8.7a.1,8484
R11A8.7b.1,8416
R11A8.7c.1,4218
R11A8.7d.1,4284
R11A8.7e.1,4452
R11A8.7f.1,8441
R11A8.7g.1,8417
R11A8.7h.1,8423
R11A8.7h.2,5101
R11A8.7i.1,7815
R11A8.7j.1,7809
R11A8.8.1,932
R11B5.1.1,2397
R11D1.10a.1,1257
R11D1.11.1,905
R11D1.12a.1,398
R11D1.12b.1,96
R11D1.13.1,399
R11D1.1a.1,2065
R11D1.1b.1,2070
R11D1.1c.1,2065
R11D1.1d.1,2070
R11D1.2.1,1423
R11D1.3.1,654
R11D1.4.1,650
R11D1.5.1,1161
R11D1.6.1,1041
R11D1.7.1,1587
R11D1.8.1,432
R11D1.8.2,450
R11D1.9.1,653
R11E3.1.1,1722
R11E3.19.1,471
R11E3.2.1,1668
R11E3.4.1,2377
R11E3.4.2,2391
R11E3.4.3,2323
R11E3.5a.1,1531
R11E3.5b.1,2409
R11E3.5c.1,1402
R11E3.5d.1,978
R11E3.6a.1,2930
R11E3.6b.1,876
R11E3.7a.1,2191
R11E3.7b.1,2138
R11E3.7b.2,2147
R11E3.8a.1,2361
R11E3.8b.1,1749
R11F4.1.1,1858
R11F4.2a.1,1031
R11F4.2b.1,1407
R11G1.1.1,5583
R11G1.11.1,481
R11G1.2.1,672
R11G1.2.2,621
R11G1.3.1,807
R11G1.4a.1,1781
R11G1.4b.1,1777
R11G1.6a.1,3079
R11G1.6b.1,3074
R11G1.6c.1,2794
R11G1.6d.1,2794
R11G1.7.1,381
R11G10.1a.1,2227
R11G10.1b.1,1668
R11G10.1c.1,540
R11G10.2.1,1628
R11G10.3.1,1103
R11G10.4.1,165
R11G11.1.1,1354
R11G11.12a.1,1262
R11G11.13.1,1101
R11G11.14.1,1437
R11G11.16.1,258
R11G11.2.1,1316
R11G11.5.1,591
R11G11.6.1,535
R11G11.7.1,536
R11G11.9.1,1038
R11H6.1.1,1541
R11H6.2.1,1556
R11H6.3a.1,1056
R11H6.3b.1,1045
R11H6.3c.1,996
R11H6.4a.1,502
R11H6.4b.1,201
R11H6.4c.1,591
R11H6.5.1,1366
R12A1.2a.1,1631
R12A1.2b.1,1428
R12A1.2c.1,1086
R12A1.2d.1,1281
R12A1.3a.1,1270
R12A1.3b.1,444
R12A1.4.1,1743
R12B2.13.1,93
R12B2.1a.1,1832
R12B2.1a.2,1882
R12B2.1b.1,570
R12B2.2.1,1084
R12B2.3.1,745
R12B2.4.1,1596
R12B2.5a.1,4270
R12B2.5a.2,3794
R12B2.5a.3,3723
R12B2.5b.1,3780
R12B2.5b.2,4232
R12B2.6.1,132
R12B2.7.1,417
R12B2.8.1,498
R12C12.10.1,397
R12C12.1a.1,3040
R12C12.1b.1,2748
R12C12.2.1,1290
R12C12.3.1,1166
R12C12.5.1,868
R12C12.6a.1,903
R12C12.6b.1,387
R12C12.7.1,755
R12C12.9a.1,907
R12C12.9b.1,966
R12E2.1.1,1901
R12E2.10.1,2364
R12E2.11.1,1095
R12E2.12.1,737
R12E2.13.1,746
R12E2.14.1,320
R12E2.15.1,300
R12E2.15.2,258
R12E2.2.1,2849
R12E2.3.1,1234
R12E2.4a.1,1183
R12E2.4b.1,1757
R12E2.5.1,1453
R12E2.5.2,1746
R12E2.6.1,345
R12E2.7.1,399
R12E2.8.1,798
R12E2.9.1,1235
R12G8.1.1,630
R12G8.2.1,1694
R12H7.1a.1,2105
R12H7.1a.2,2189
R12H7.1b.1,969
R12H7.2.1,1460
R12H7.3.1,468
R12H7.4.1,1354
R12H7.5.1,522
R13.2.1,904
R13.3.1,1813
R13.4a.1,3404
R13.4b.1,2867
R13.4c.1,3372
R134.1a.1,3423
R134.1b.1,3417
R13A1.1.1,315
R13A1.10.1,1020
R13A1.2a.1,4114
R13A1.2b.1,3108
R13A1.2c.1,4248
R13A1.2d.1,3297
R13A1.2e.1,3201
R13A1.3.1,1100
R13A1.3.2,998
R13A1.4a.1,2496
R13A1.4b.1,2331
R13A1.4c.1,2337
R13A1.4d.1,2214
R13A1.5.1,623
R13A1.8.1,1086
R13A1.9.1,1705
R13A5.10.1,547
R13A5.11.1,1432
R13A5.12.1,1723
R13A5.15.1,1155
R13A5.1a.1,2241
R13A5.1a.2,2268
R13A5.1b.1,2586
R13A5.1c.1,2215
R13A5.1d.1,2248
R13A5.1e.1,2266
R13A5.3.1,593
R13A5.3.2,521
R13A5.4.1,1316
R13A5.5.1,921
R13A5.6.1,474
R13A5.7.1,1562
R13A5.8.1,626
R13A5.9.1,2075
R13D11.1.1,948
R13D11.10.1,346
R13D11.3.1,900
R13D11.4a.1,772
R13D11.4b.1,456
R13D11.4c.1,219
R13D11.6a.1,999
R13D11.6b.1,123
R13D11.8a.1,1299
R13D11.9.1,897
R13D7.1.1,1008
R13D7.10.1,1068
R13D7.11.1,375
R13D7.2.1,1132
R13D7.3.1,1008
R13D7.4.1,903
R13D7.6.1,930
R13D7.7.1,767
R13F6.1.1,574
R13F6.10.1,3263
R13F6.3.1,1165
R13F6.3.2,1352
R13F6.4a.1,8446
R13F6.4a.2,8740
R13F6.4c.1,2583
R13F6.4d.1,8120
R13F6.4e.1,8514
R13F6.4f.1,8292
R13F6.5.1,816
R13F6.6a.1,2437
R13F6.6a.2,2451
R13F6.6b.1,2590
R13F6.6b.2,2464
R13F6.6c.1,2238
R13F6.8.1,695
R13F6.9.1,1304
R13G10.1.1,5303
R13G10.2.1,2641
R13G10.4.1,2292
R13H4.1.1,4102
R13H4.2a.1,806
R13H4.2c.1,775
R13H4.2e.1,579
R13H4.3.1,1292
R13H4.4a.1,3179
R13H4.4b.1,3189
R13H4.4c.1,198
R13H4.4d.1,3281
R13H4.4e.1,2652
R13H4.4f.1,4465
R13H4.4f.2,3564
R13H4.5.1,1200
R13H4.6a.1,871
R13H4.6b.1,654
R13H4.6c.1,807
R13H4.7a.1,1268
R13H4.7b.1,1217
R13H4.8.1,706
R13H7.1.1,861
R13H7.2a.1,2218
R13H7.2b.1,2074
R13H7.2c.1,2134
R13H7.2c.2,2228
R13H7.2d.1,1383
R13H7.2e.1,1224
R13H7.2f.1,2073
R13H7.2g.1,2383
R13H7.2h.1,1284
R13H7.2i.1,1380
R13H8.1a.1,2765
R13H8.1b.1,2698
R13H8.1c.1,2704
R13H8.1d.1,1920
R13H8.1e.1,912
R13H8.1f.1,2016
R13H8.1h.1,1626
R13H8.1i.1,1548
R13H8.1k.1,1458
R13H8.1l.1,1224
R13H8.1m.1,1218
R13H9.1.1,819
R13H9.2.1,384
R13H9.4.1,384
R13H9.5.1,1086
R13H9.6.1,1226
R144.1.1,3045
R144.10.1,798
R144.11.1,1030
R144.12.1,1142
R144.13.1,642
R144.2a.1,2840
R144.2a.2,3084
R144.2b.1,989
R144.2b.2,3635
R144.3a.1,721
R144.3b.1,843
R144.4a.1,1396
R144.4b.1,1410
R144.5.1,1619
R144.6.1,1160
R144.7a.1,3637
R144.7b.1,4633
R144.9.1,640
R148.1.1,1885
R148.2.1,918
R148.3a.1,3993
R148.3a.2,3490
R148.3b.1,4095
R148.4a.1,1130
R148.4b.1,1352
R148.5a.1,1847
R148.5a.2,1981
R148.5b.1,1518
R148.6.1,517
R148.7.1,819
R148.8.1,186
R151.10.1,842
R151.10.2,832
R151.1a.1,2231
R151.1b.1,1896
R151.1c.1,1520
R151.1d.1,648
R151.2a.1,1797
R151.2b.1,960
R151.2c.1,957
R151.2d.1,1873
R151.2d.2,1888
R151.3.1,696
R151.5a.1,2015
R151.5a.2,2079
R151.6.1,1008
R151.7.1,2139
R151.8.1,2324
R151.9.1,591
R153.1a.1,1939
R153.1b.1,1881
R153.1c.1,1927
R153.1d.1,2931
R153.1e.1,3172
R153.1e.2,1911
R153.1f.1,477
R153.1g.1,2022
R153.1h.1,1875
R155.1a.1,1571
R155.1b.1,1472
R155.1b.2,1167
R155.2.1,3889
R155.3.1,4014
R155.5.1,332
R160.10.1,429
R160.12.1,220
R160.13.1,204
R160.14.1,240
R160.1a.1,1980
R160.1b.1,1949
R160.2.1,246
R160.3.1,705
R160.4.1,444
R160.5a.1,311
R160.5b.1,414
R160.6.1,821
R160.7.1,2627
R166.1a.1,2872
R166.1a.2,2710
R166.2.1,2065
R166.3.1,728
R166.4.1,1712
R166.5a.1,4281
R166.5b.1,4216
R166.5b.2,4319
R166.5b.3,4140
R17.1.1,1288
R17.2.1,2040
R17.3a.1,1673
R17.3b.1,1640
R17.3c.1,765
R173.1.1,1091
R173.3.1,2326
R173.4.1,422
R186.1.1,1106
R186.2a.1,1011
R186.2b.1,159
R186.3.1,917
R186.4.1,1365
R186.5a.1,1679
R186.5a.2,1676
R186.5a.3,1603
R186.5b.1,1503
R186.5c.1,1494
R186.6.1,1349
R186.7.1,1359
R186.8.1,381
R186.8.2,322
R193.1.1,495
R193.2.1,5916
R193.6.1,2304
R31.1a.1,13098
R31.1b.1,12192
R31.1c.1,11943
R31.1d.1,12570
R31.1e.1,12171
R31.1f.1,11613
R31.2a.1,1791
R31.2b.1,1155
R31.2c.1,654
R31.2d.1,1203
R31.3.1,1508
R52.1.1,1210
R52.4.1,516
R52.5.1,552
R52.6.1,710
R52.7.1,1082
R52.9.1,1650
R53.1a.1,1695
R53.1b.1,1533
R53.1c.1,1257
R53.1d.1,1116
R53.2.1,870
R53.3a.1,2475
R53.3b.1,2339
R53.3b.2,1938
R53.4.1,663
R53.5.1,736
R53.6.1,668
R53.7a.1,1819
R53.7a.2,2098
R53.7b.1,2082
R53.8.1,600
R57.1a.1,2406
R57.1b.1,1757
R57.1c.1,2309
R57.2.1,775
R74.1.1,3741
R74.10a.1,403
R74.10b.1,216
R74.2.1,1083
R74.3.1,1446
R74.3.2,1357
R74.4a.1,1422
R74.4b.1,1557
R74.5a.1,1663
R74.5b.1,1441
R74.5b.2,1656
R74.5b.3,2490
R74.5c.1,1140
R74.6.1,1302
R74.7.1,1158
R74.8a.1,1647
R74.8b.1,1347
R90.1.1,2596
R90.2.1,502
R90.3.1,553
R90.4.1,609
R90.5a.1,1573
R90.5b.1,1501
R90.5c.1,753
SSSD1.1a.1,2577
SSSD1.1b.1,2548
T01A4.1a.1,4387
T01A4.1b.1,1914
T01A4.1c.1,4596
T01A4.1d.1,4490
T01A4.9.1,643
T01B10.1.1,766
T01B10.2.1,598
T01B10.4a.1,1567
T01B10.4b.1,1853
T01B10.5.1,852
T01B11.1.1,1242
T01B11.2a.1,1516
T01B11.3.1,988
T01B11.4.1,1022
T01B11.5a.1,1664
T01B11.5b.1,1044
T01B11.7.1,1685
T01B4.1.1,1827
T01B4.2a.1,2696
T01B4.2b.1,2665
T01B4.2c.1,2115
T01B4.3.1,988
T01B6.1.1,1119
T01B6.3a.1,1868
T01B6.3b.1,1366
T01B6.4.1,658
T01B7.13.1,299
T01B7.3.1,782
T01B7.4.1,615
T01B7.5a.1,1413
T01B7.5a.2,2691
T01B7.5b.1,1465
T01B7.5b.2,1464
T01B7.5b.3,1379
T01B7.5b.4,1171
T01B7.5b.5,2298
T01B7.5b.6,872
T01B7.6.1,2854
T01B7.7.1,1089
T01B7.8.1,636
T01B7.9.1,543
T01C1.2.1,1528
T01C1.4.1,362
T01C2.1.1,3265
T01C3.1.1,2389
T01C3.1.2,2262
T01C3.10a.1,3068
T01C3.10b.1,1290
T01C3.11a.1,405
T01C3.11b.1,234
T01C3.2.1,393
T01C3.3.1,874
T01C3.4.1,1237
T01C3.5.1,823
T01C3.6.1,480
T01C3.7.1,1175
T01C3.7.2,1375
T01C3.8a.1,2054
T01C3.8b.1,1419
T01C3.9.1,1154
T01C4.1.1,4628
T01C4.2a.1,1226
T01C4.2b.1,871
T01C4.2c.1,902
T01C4.3.1,765
T01C4.4.1,885
T01C4.6.1,903
T01C4.8.1,369
T01C8.1a.1,2371
T01C8.1b.1,2429
T01C8.1c.1,2214
T01C8.2.1,399
T01C8.2.2,395
T01C8.3.1,1299
T01C8.5.1,1419
T01C8.7.1,2379
T01D1.2a.1,2047
T01D1.2a.2,2762
T01D1.2a.3,2908
T01D1.2a.4,2018
T01D1.2b.1,1059
T01D1.2d.1,1844
T01D1.2d.2,2086
T01D1.2e.1,2147
T01D1.2e.2,2056
T01D1.2e.3,2301
T01D1.2e.4,1981
T01D1.2f.1,2318
T01D1.2f.2,2030
T01D1.2f.3,2062
T01D1.2g.1,2556
T01D1.2g.2,1840
T01D1.2g.3,1715
T01D1.2l.1,2044
T01D1.2l.2,2238
T01D1.2m.1,1395
T01D1.2n.1,1389
T01D1.2o.1,1170
T01D1.2p.1,1269
T01D1.2q.1,1263
T01D1.2r.1,1044
T01D1.2s.1,1071
T01D1.2t.1,1065
T01D1.2u.1,846
T01D1.2v.1,843
T01D1.2w.1,837
T01D1.2x.1,618
T01D1.3.1,795
T01D1.3.2,965
T01D1.4a.1,769
T01D1.4b.1,333
T01D1.5.1,1349
T01D1.6.1,1295
T01D1.7.1,1443
T01D1.8a.1,718
T01D1.8a.2,698
T01D1.8a.3,476
T01D1.8b.1,583
T01D3.1a.1,1504
T01D3.1b.1,9768
T01D3.2.1,1028
T01D3.3a.1,3701
T01D3.3b.1,3227
T01D3.3c.1,2599
T01D3.4a.1,894
T01D3.5.1,1438
T01D3.6a.1,2918
T01D3.6b.1,2919
T01E8.1.1,1771
T01E8.2.1,1392
T01E8.3.1,4427
T01E8.4.1,1365
T01E8.5.1,4054
T01E8.6.1,737
T01E8.7.1,1024
T01E8.8.1,1247
T01E8.9.1,578
T01G1.1a.1,5001
T01G1.1c.1,4927
T01G1.1d.1,1014
T01G1.1e.1,4577
T01G1.2.1,845
T01G1.3.1,3609
T01G1.4.1,1089
T01G5.1.1,1482
T01G5.2.1,1805
T01G5.3.1,1005
T01G5.4.1,1164
T01G5.5.1,1149
T01G5.6.1,312
T01G5.7.1,1000
T01G5.8.1,249
T01G6.1.1,1097
T01G6.10.1,828
T01G6.2a.1,1562
T01G6.2b.1,801
T01G6.3.1,1074
T01G6.4.1,1256
T01G6.5.1,1224
T01G6.6a.1,1337
T01G6.6b.1,1301
T01G6.7.1,1330
T01G6.8.1,1402
T01G6.9.1,1062
T01G9.2a.1,1503
T01G9.2b.1,1494
T01G9.3.1,2088
T01G9.4.1,1904
T01G9.5a.1,1609
T01G9.5b.1,1652
T01G9.6a.1,1088
T01G9.6a.2,1014
T01G9.6b.1,1092
T01G9.6b.2,1010
T01H10.1.1,1329
T01H10.11.1,279
T01H10.2.1,1264
T01H10.3.1,1200
T01H10.5.1,1206
T01H10.6.1,1206
T01H10.7.1,1200
T01H10.8.1,8490
T01H3.1.1,979
T01H3.2.1,3014
T01H3.3.1,2172
T01H3.4.1,1714
T01H3.5.1,743
T01H8.1a.1,2874
T01H8.1b.1,2868
T01H8.1c.1,2810
T01H8.1d.1,2244
T01H8.1e.1,2835
T01H8.2.1,1024
T01H8.5a.1,6570
T01H8.5b.1,683
T01H8.5c.1,5916
T01H8.5d.1,6497
T01H8.5d.2,6365
T01H8.5e.1,4881
T02B11.1.1,1287
T02B11.10.1,720
T02B11.11.1,720
T02B11.12.1,711
T02B11.13.1,759
T02B11.3a.1,692
T02B11.4.1,675
T02B11.5.1,993
T02B11.6.1,1502
T02B11.7.1,2038
T02B11.8a.1,464
T02B11.9.1,587
T02B5.1.1,2104
T02B5.2.1,536
T02B5.3.1,2215
T02B5.4.1,1214
T02C1.1.1,651
T02C1.2.1,1119
T02C12.1.1,3306
T02C12.1.2,3332
T02C12.2.1,1486
T02C12.3.1,1404
T02C12.5.1,491
T02C5.1a.1,1323
T02C5.1b.1,1375
T02C5.3a.1,2796
T02C5.3b.1,2496
T02C5.3c.1,2226
